latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,Exceeding allowed transaction limit.
12.9136,103.5363,320.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,62.0,6.03,304.2,9.6,D,0.0,
13.0579,104.4277,325.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,308.0,11.8,D,0.0,
13.0566,104.4183,322.3,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,307.4,7.5,D,0.0,
13.29,105.869,322.7,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,305.0,14.6,D,0.0,
13.2886,105.8583,318.6,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,57.0,6.03,304.3,10.3,D,0.0,
13.1051,104.5006,324.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,306.6,11.5,D,0.0,
13.3336,105.3678,320.9,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,46.0,6.03,305.3,9.8,D,0.0,
12.9994,102.9795,335.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,85.0,6.03,311.5,22.1,D,0.0,
12.7012,102.2024,319.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,62.0,6.03,303.5,8.2,D,0.0,
12.7963,105.8565,324.3,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,70.0,6.03,306.8,13.4,D,0.0,
12.7734,105.6891,320.2,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,43.0,6.03,303.5,11.0,D,0.0,
12.5156,103.8404,325.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,55.0,6.03,308.5,9.7,D,0.0,
12.7977,105.4094,332.3,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,81.0,6.03,303.9,25.7,D,0.0,
12.502,103.2975,327.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,307.0,15.3,D,0.0,
12.8236,105.5298,318.6,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,47.0,6.03,306.1,8.3,D,0.0,
12.5319,103.4417,322.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,55.0,6.03,308.8,5.8,D,0.0,
12.5109,103.2961,329.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,75.0,6.03,309.3,17.2,D,0.0,
12.4975,103.1399,324.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,72.0,6.03,307.3,13.1,D,0.0,
12.8203,105.3652,318.2,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,37.0,6.03,305.8,6.0,D,0.0,
12.6211,103.875,327.3,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,308.7,12.0,D,0.0,
12.799,105.4195,353.1,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,96.0,6.03,306.2,69.1,D,0.0,
12.5377,103.292,327.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,310.7,12.5,D,0.0,
12.461,102.7614,324.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,72.0,6.03,300.5,16.7,D,0.0,
12.8884,105.7561,317.7,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,19.0,6.03,304.7,8.0,D,0.0,
12.5769,103.4283,327.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,71.0,6.03,311.4,11.2,D,0.0,
12.9454,105.9643,326.0,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,46.0,6.03,308.2,15.3,D,0.0,
12.9411,105.9321,320.7,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,45.0,6.03,308.1,8.6,D,0.0,
12.9255,105.8152,320.0,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,55.0,6.03,306.8,11.8,D,0.0,
12.6272,103.5881,329.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,79.0,6.03,310.2,13.7,D,0.0,
12.8241,104.9266,322.8,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,61.0,6.03,308.7,7.9,D,0.0,
12.5312,103.2465,325.9,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,63.0,6.03,309.9,11.3,D,0.0,
12.6915,105.9105,328.9,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,311.6,14.3,D,0.0,
12.4707,103.144,327.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,66.0,6.03,303.6,15.3,D,0.0,
12.4733,103.1622,320.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,48.0,6.03,305.9,7.6,D,0.0,
12.4649,103.4853,336.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,86.0,6.03,308.3,24.8,D,0.0,
12.4636,103.4763,321.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,50.0,6.03,306.8,7.1,D,0.0,
12.4411,103.2566,322.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,60.0,6.03,309.0,7.0,D,0.0,
12.4691,103.3862,320.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,25.0,6.03,308.1,8.2,D,0.0,
12.5456,103.8583,321.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,66.0,6.03,306.7,5.3,D,0.0,
12.4728,103.3484,331.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,82.0,6.03,310.7,20.3,D,0.0,
12.4715,103.3393,327.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,72.0,6.03,307.7,13.7,D,0.0,
12.4531,103.2118,324.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,306.8,11.0,D,0.0,
12.472,103.1531,356.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,98.0,6.03,307.2,66.3,D,0.0,
12.4518,103.2027,322.9,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,70.0,6.03,306.0,9.3,D,0.0,
12.5714,103.9759,320.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,64.0,6.03,307.6,6.2,D,0.0,
12.4818,103.3471,329.9,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,307.9,17.9,D,0.0,
12.4804,103.338,326.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,65.0,6.03,306.8,13.6,D,0.0,
12.4621,103.2105,362.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,100.0,6.03,308.6,80.7,D,0.0,
12.4607,103.2014,357.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,98.0,6.03,308.1,67.6,D,0.0,
12.5997,104.1123,326.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,70.0,6.03,307.0,13.1,D,0.0,
12.4998,103.4094,328.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,305.7,17.0,D,0.0,
12.7896,105.4208,318.2,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,28.0,6.03,304.7,7.7,D,0.0,
12.5907,104.1136,328.9,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,308.0,15.3,D,0.0,
12.3823,103.2283,340.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,89.0,6.03,306.7,32.6,D,0.0,
12.6958,105.9424,326.5,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,66.0,6.03,311.8,11.0,D,0.0,
12.2711,103.0374,329.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,48.0,6.03,304.8,14.5,D,0.0,
11.8389,103.9383,328.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,79.0,6.03,304.3,16.3,D,0.0,
11.8479,103.937,326.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,303.6,14.9,D,0.0,
11.8466,103.9279,319.3,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,40.0,6.03,303.8,8.7,D,0.0,
12.0249,105.0003,328.0,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,311.4,12.9,D,0.0,
11.8901,103.9771,321.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,48.0,6.03,302.7,10.1,D,0.0,
11.8888,103.968,328.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,78.0,6.03,303.7,18.2,D,0.0,
11.9443,104.0928,319.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,48.0,6.03,304.8,8.0,D,0.0,
12.2106,105.8168,321.1,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,47.0,6.03,304.7,11.0,D,0.0,
12.0962,104.3268,324.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,71.0,6.03,306.8,11.0,D,0.0,
12.0949,104.3176,320.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,47.0,6.03,306.5,7.4,D,0.0,
12.2178,104.9307,346.5,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,92.0,6.03,313.1,44.0,D,0.0,
12.2437,105.0575,333.3,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,81.0,6.03,312.2,19.0,D,0.0,
12.2555,105.0755,342.2,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,89.0,6.03,309.8,33.9,D,0.0,
12.2542,105.0659,325.7,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,43.0,6.03,310.7,8.7,D,0.0,
12.1565,104.2926,322.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,306.0,9.5,D,0.0,
12.2109,104.6164,327.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,309.6,11.7,D,0.0,
12.1486,104.1063,328.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,308.4,11.9,D,0.0,
11.852,104.1598,323.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,63.0,6.03,307.6,8.5,D,0.0,
11.8108,103.9332,322.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,62.0,6.03,304.6,8.9,D,0.0,
11.8977,104.6774,323.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,69.0,6.03,307.4,7.7,D,0.0,
11.7589,103.8261,324.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,65.0,6.03,301.5,14.4,D,0.0,
12.705,105.4695,318.4,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,45.0,6.03,303.2,9.5,D,0.0,
12.7037,105.4594,324.3,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,69.0,6.03,304.9,15.8,D,0.0,
12.6968,105.409,324.8,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,69.0,6.03,307.8,13.1,D,0.0,
12.3807,103.1541,322.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,69.0,6.03,307.4,10.5,D,0.0,
12.3793,103.145,325.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,306.8,13.9,D,0.0,
12.759,105.7975,326.5,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,64.0,6.03,309.5,15.3,D,0.0,
12.7576,105.787,367.5,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,100.0,6.03,309.7,118.5,D,0.0,
12.7562,105.7765,355.9,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,98.0,6.03,306.9,79.7,D,0.0,
12.1279,103.96,325.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,75.0,6.03,304.2,14.9,D,0.0,
12.7408,105.6621,319.9,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,46.0,6.03,305.4,9.9,D,0.0,
11.7565,103.9377,334.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,85.0,6.03,303.4,22.9,D,0.0,
11.7693,103.9637,323.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,12.0,6.03,303.8,9.4,D,0.0,
11.768,103.9546,329.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,80.0,6.03,304.9,17.5,D,0.0,
11.7551,103.8637,327.3,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,49.0,6.03,307.9,12.6,D,0.0,
11.7538,103.8546,337.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,87.0,6.03,307.4,27.5,D,0.0,
11.8055,104.1538,337.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,87.0,6.03,309.4,24.7,D,0.0,
11.7951,104.0808,321.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,49.0,6.03,306.0,5.4,D,0.0,
11.7602,103.8351,327.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,301.7,17.3,D,0.0,
11.8458,104.5708,328.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,305.4,14.2,D,0.0,
12.124,103.9327,320.9,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,304.7,8.6,D,0.0,
12.1393,103.9119,321.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,64.0,6.03,305.0,8.8,D,0.0,
12.2052,104.0548,327.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,65.0,6.03,308.4,11.6,D,0.0,
12.3774,104.0358,325.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,307.3,8.9,D,0.0,
12.3152,103.5331,324.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,68.0,6.03,306.9,13.2,D,0.0,
12.4005,104.0696,326.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,58.0,6.03,304.6,11.6,D,0.0,
12.2518,103.031,334.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,84.0,6.03,306.1,24.4,D,0.0,
12.2505,103.0218,326.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,304.4,15.1,D,0.0,
12.6181,105.5818,323.6,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,67.0,6.03,308.4,11.8,D,0.0,
12.6167,105.5716,326.6,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,307.5,16.6,D,0.0,
12.4393,104.2801,324.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,71.0,6.03,308.7,8.7,D,0.0,
12.2247,103.0968,328.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,306.6,15.4,D,0.0,
12.438,104.2709,322.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,59.0,6.03,307.2,6.6,D,0.0,
12.4056,104.0409,330.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,80.0,6.03,306.3,17.5,D,0.0,
12.2899,103.2303,326.6,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,70.0,6.03,305.1,15.2,D,0.0,
12.2886,103.2212,326.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,305.3,15.1,D,0.0,
12.2661,103.0661,336.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,85.0,6.03,306.8,24.9,D,0.0,
12.2621,103.0387,330.3,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,70.0,6.03,306.3,16.6,D,0.0,
12.2608,103.0296,339.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,88.0,6.03,304.8,32.1,D,0.0,
12.4198,104.0762,322.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,67.0,6.03,307.1,10.1,D,0.0,
12.4185,104.0671,326.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,307.6,13.7,D,0.0,
12.416,104.1142,323.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,67.0,6.03,305.1,11.1,D,0.0,
12.4003,103.8737,324.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,47.0,6.03,309.4,9.5,D,0.0,
12.2261,103.1059,348.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,94.0,6.03,308.5,47.6,D,0.0,
12.3372,103.9446,327.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,306.3,10.9,D,0.0,
12.2385,104.0312,339.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,88.0,6.03,307.1,28.8,D,0.0,
12.2372,104.0221,324.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,55.0,6.03,306.1,9.3,D,0.0,
12.2306,103.9112,325.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,75.0,6.03,304.4,11.0,D,0.0,
12.3058,104.3782,325.2,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,309.0,9.2,D,0.0,
12.2821,104.0808,329.8,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,80.0,6.03,310.3,13.0,D,0.0,
12.2717,104.0075,332.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,77.0,6.03,306.3,20.7,D,0.0,
12.5424,105.9156,323.4,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,51.0,6.03,308.7,8.1,D,0.0,
12.5613,105.8378,328.4,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,76.0,6.03,308.6,14.8,D,0.0,
12.2353,103.1697,321.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,35.0,6.03,306.4,10.1,D,0.0,
12.5599,105.8273,331.3,1.1,1.1,2020-01-14,634.0,Aqua,MODIS,79.0,6.03,308.6,19.8,D,0.0,
12.3013,103.9499,325.4,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,59.0,6.03,308.4,10.3,D,0.0,
12.3064,103.9212,337.5,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,87.0,6.03,306.9,25.7,D,0.0,
12.5861,105.8771,326.8,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,73.0,6.03,307.8,11.8,D,0.0,
12.3387,104.0845,334.7,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,84.0,6.03,309.1,19.5,D,0.0,
12.3374,104.0753,335.0,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,84.0,6.03,309.7,19.5,D,0.0,
12.5957,105.8758,333.0,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,81.0,6.03,309.8,21.7,D,0.0,
12.2108,103.1269,321.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,39.0,6.03,306.7,8.0,D,0.0,
12.2095,103.1178,321.1,1.0,1.0,2020-01-14,634.0,Aqua,MODIS,38.0,6.03,307.1,7.6,D,0.0,
12.4591,105.0831,321.9,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,58.0,6.03,308.2,7.4,D,0.0,
14.1229,105.085,323.4,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,32.0,6.03,307.7,8.8,D,0.0,
14.1242,105.0951,327.9,1.1,1.0,2020-01-14,634.0,Aqua,MODIS,74.0,6.03,309.3,15.2,D,0.0,
14.188,105.5713,321.4,1.2,1.1,2020-01-14,634.0,Aqua,MODIS,69.0,6.03,302.2,15.7,D,0.0,
15.3885,101.127,320.4,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,29.0,6.03,302.5,8.3,D,0.0,
15.1734,100.3338,316.6,1.2,1.1,2020-01-14,635.0,Aqua,MODIS,42.0,6.03,299.3,4.1,D,0.0,
15.1412,100.3171,326.5,1.2,1.1,2020-01-14,635.0,Aqua,MODIS,76.0,6.03,302.5,18.0,D,0.0,
15.1392,100.3228,327.4,1.2,1.1,2020-01-14,635.0,Aqua,MODIS,77.0,6.03,302.6,18.4,D,0.0,
15.7633,104.7054,322.2,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,63.0,6.03,307.6,6.7,D,0.0,
14.9884,99.6788,320.4,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,61.0,6.03,303.4,11.5,D,0.0,
15.6442,104.1088,328.0,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,73.0,6.03,309.3,14.5,D,0.0,
14.9063,99.2976,319.8,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,50.0,6.03,298.4,17.7,D,0.0,
14.8335,98.9839,315.0,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,24.0,6.03,298.2,12.2,D,0.0,
15.4787,103.1834,327.4,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,71.0,6.03,311.3,10.2,D,0.0,
15.48,103.1926,330.5,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,76.0,6.03,310.5,14.0,D,0.0,
14.8263,98.9786,321.3,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,68.0,6.03,298.3,21.9,D,0.0,
15.6427,104.7089,323.4,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,66.0,6.03,307.7,9.2,D,0.0,
15.0811,100.9913,321.7,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,59.0,6.03,305.7,8.4,D,2.0,
15.3091,102.5192,324.2,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,63.0,6.03,308.6,7.8,D,0.0,
15.1338,101.399,319.5,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,31.0,6.03,303.7,5.1,D,0.0,
15.463,103.6674,327.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,70.0,6.03,308.2,10.8,D,0.0,
15.1839,99.8121,328.6,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,80.0,6.03,297.5,29.5,D,0.0,
15.7084,103.1831,322.5,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,59.0,6.03,307.6,6.5,D,0.0,
15.2346,99.619,320.5,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,48.0,6.03,303.0,10.0,D,0.0,
15.2327,99.6072,322.5,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,49.0,6.03,302.2,14.2,D,0.0,
20.4834,97.4482,323.6,1.5,1.2,2020-01-14,636.0,Aqua,MODIS,79.0,6.03,301.3,31.6,D,0.0,
19.4725,97.3943,325.0,1.5,1.2,2020-01-14,636.0,Aqua,MODIS,79.0,6.03,303.7,26.6,D,0.0,
16.5595,104.2201,328.1,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,72.0,6.03,303.8,19.4,D,0.0,
16.2572,102.1315,330.3,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,79.0,6.03,304.7,19.0,D,0.0,
16.077,101.5407,328.5,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,70.0,6.03,308.1,16.1,D,0.0,
16.0813,101.5693,333.3,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,82.0,6.03,308.1,22.6,D,0.0,
16.3462,103.405,319.9,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,42.0,6.03,305.4,6.8,D,0.0,
15.9478,100.9175,330.3,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,80.0,6.03,303.7,23.0,D,0.0,
18.3499,98.2127,314.8,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,66.0,6.03,301.9,13.2,D,0.0,
15.8873,100.5826,325.0,1.1,1.1,2020-01-14,635.0,Aqua,MODIS,75.0,6.03,304.0,16.0,D,0.0,
16.5371,105.445,323.0,1.2,1.1,2020-01-14,635.0,Aqua,MODIS,71.0,6.03,306.8,10.7,D,0.0,
15.9882,101.81,320.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,51.0,6.03,303.8,8.2,D,0.0,
15.9337,101.5669,321.5,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,56.0,6.03,304.4,7.7,D,0.0,
15.9396,101.9773,325.4,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,68.0,6.03,306.2,12.7,D,0.0,
16.1376,103.6859,328.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,75.0,6.03,307.4,14.4,D,0.0,
16.1389,103.6954,347.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,92.0,6.03,307.6,44.6,D,0.0,
15.6861,101.5066,322.8,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,58.0,6.03,307.0,9.8,D,0.0,
15.6551,102.0509,322.3,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,54.0,6.03,306.2,7.1,D,0.0,
16.1999,102.6925,319.0,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,46.0,6.03,305.1,5.5,D,0.0,
18.2188,98.4733,321.3,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,58.0,6.03,302.2,16.7,D,0.0,
18.2838,99.0622,315.7,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,68.0,6.03,294.8,13.1,D,0.0,
18.1904,98.5568,321.4,1.3,1.1,2020-01-14,635.0,Aqua,MODIS,51.0,6.03,303.6,17.4,D,0.0,
17.8493,102.4465,325.2,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,75.0,6.03,302.2,14.8,D,0.0,
17.6917,101.4851,314.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,40.0,6.03,299.7,4.3,D,0.0,
17.6931,101.4945,321.5,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,71.0,6.03,301.1,10.3,D,0.0,
17.9274,103.2617,343.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,91.0,6.03,305.1,41.3,D,0.0,
17.9287,103.2713,316.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,40.0,6.03,300.8,4.5,D,0.0,
17.4432,100.1566,318.8,1.1,1.1,2020-01-14,635.0,Aqua,MODIS,63.0,6.03,301.4,9.1,D,0.0,
17.4533,100.2831,318.8,1.1,1.1,2020-01-14,635.0,Aqua,MODIS,54.0,6.03,302.2,9.5,D,0.0,
17.8564,103.1527,339.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,83.0,6.03,305.4,31.5,D,0.0,
17.994,102.5546,318.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,62.0,6.03,303.4,5.0,D,2.0,
17.8578,103.1622,321.2,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,55.0,6.03,304.9,7.6,D,0.0,
17.8633,103.2684,322.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,27.0,6.03,303.2,8.7,D,0.0,
17.8477,103.2221,326.2,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,76.0,6.03,304.3,13.6,D,0.0,
17.853,103.2602,343.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,91.0,6.03,309.4,37.9,D,0.0,
17.6958,102.4678,328.7,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,79.0,6.03,303.5,16.4,D,2.0,
17.8662,103.833,327.9,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,79.0,6.03,303.0,18.3,D,0.0,
17.8675,103.8429,320.9,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,70.0,6.03,301.9,10.0,D,0.0,
18.0018,105.1945,312.4,1.2,1.1,2020-01-14,635.0,Aqua,MODIS,58.0,6.03,298.1,8.8,D,0.0,
17.2688,100.4496,319.4,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,33.0,6.03,302.5,9.7,D,0.0,
17.862,103.2588,343.1,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,91.0,6.03,305.8,38.8,D,0.0,
20.4903,97.4549,328.0,1.5,1.2,2020-01-14,636.0,Aqua,MODIS,82.0,6.03,301.0,36.1,D,0.0,
18.0664,103.0046,317.6,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,57.0,6.03,303.2,6.5,D,0.0,
18.0881,102.9625,345.9,1.0,1.0,2020-01-14,635.0,Aqua,MODIS,93.0,6.03,304.9,43.7,D,0.0,
18.9729,103.7968,351.2,1.1,1.0,2020-01-14,635.0,Aqua,MODIS,96.0,6.03,301.8,66.4,D,0.0,
18.0495,98.5027,320.5,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,74.0,6.03,303.6,14.8,D,0.0,
17.9466,98.2047,314.6,1.4,1.2,2020-01-14,635.0,Aqua,MODIS,63.0,6.03,297.9,13.6,D,0.0,
