,date,PM2.5,date_utc,url_date,temp,wind
5000,2021-01-25 08:00:00,,2021-01-25 01:00:00,2021/01/25/0100Z,26.3,110° @ 15
5001,2021-01-25 09:00:00,31.0,2021-01-25 02:00:00,2021/01/25/0200Z,27.6,110° @ 16
5002,2021-01-25 10:00:00,30.0,2021-01-25 03:00:00,2021/01/25/0300Z,28.8,105° @ 16
5003,2021-01-25 11:00:00,29.0,2021-01-25 04:00:00,2021/01/25/0400Z,29.8,100° @ 16
5004,2021-01-25 12:00:00,,2021-01-25 05:00:00,2021/01/25/0500Z,30.7,95° @ 12
5005,2021-01-25 13:00:00,29.0,2021-01-25 06:00:00,2021/01/25/0600Z,31.6,120° @ 9
5006,2021-01-25 14:00:00,29.0,2021-01-25 07:00:00,2021/01/25/0700Z,31.9,105° @ 6
5007,2021-01-25 15:00:00,29.0,2021-01-25 08:00:00,2021/01/25/0800Z,31.9,75° @ 5
5008,2021-01-25 16:00:00,29.0,2021-01-25 09:00:00,2021/01/25/0900Z,31.8,60° @ 6
5009,2021-01-25 17:00:00,29.0,2021-01-25 10:00:00,2021/01/25/1000Z,31.3,60° @ 7
5010,2021-01-25 18:00:00,30.0,2021-01-25 11:00:00,2021/01/25/1100Z,30.0,70° @ 9
5011,2021-01-25 19:00:00,30.0,2021-01-25 12:00:00,2021/01/25/1200Z,29.2,110° @ 9
5012,2021-01-25 20:00:00,,2021-01-25 13:00:00,2021/01/25/1300Z,28.7,100° @ 10
5013,2021-01-25 21:00:00,30.0,2021-01-25 14:00:00,2021/01/25/1400Z,27.9,90° @ 10
5014,2021-01-25 22:00:00,30.0,2021-01-25 15:00:00,2021/01/25/1500Z,27.5,75° @ 9
5015,2021-01-25 23:00:00,30.0,2021-01-25 16:00:00,2021/01/25/1600Z,27.0,60° @ 10
5016,2021-01-26 00:00:00,30.0,2021-01-25 17:00:00,2021/01/25/1700Z,26.5,65° @ 12
