,date,PM2.5,date_utc,url_date,temp,wind
8000,2021-05-30 08:00:00,13.0,2021-05-30 01:00:00,2021/05/30/0100Z,29.6,215° @ 27
8001,2021-05-30 09:00:00,13.0,2021-05-30 02:00:00,2021/05/30/0200Z,30.5,210° @ 27
8002,2021-05-30 10:00:00,,2021-05-30 03:00:00,2021/05/30/0300Z,31.3,205° @ 26
8003,2021-05-30 11:00:00,13.0,2021-05-30 04:00:00,2021/05/30/0400Z,32.0,210° @ 26
8004,2021-05-30 12:00:00,13.0,2021-05-30 05:00:00,2021/05/30/0500Z,32.3,210° @ 24
8005,2021-05-30 13:00:00,13.0,2021-05-30 06:00:00,2021/05/30/0600Z,32.9,220° @ 22
8006,2021-05-30 14:00:00,13.0,2021-05-30 07:00:00,2021/05/30/0700Z,32.9,230° @ 21
8007,2021-05-30 15:00:00,13.0,2021-05-30 08:00:00,2021/05/30/0800Z,32.8,240° @ 20
8008,2021-05-30 16:00:00,,2021-05-30 09:00:00,2021/05/30/0900Z,32.8,240° @ 18
8009,2021-05-30 17:00:00,13.0,2021-05-30 10:00:00,2021/05/30/1000Z,32.0,240° @ 18
8010,2021-05-30 18:00:00,13.0,2021-05-30 11:00:00,2021/05/30/1100Z,31.0,250° @ 18
8011,2021-05-30 19:00:00,13.0,2021-05-30 12:00:00,2021/05/30/1200Z,30.6,240° @ 22
8012,2021-05-30 20:00:00,13.0,2021-05-30 13:00:00,2021/05/30/1300Z,30.5,235° @ 25
8013,2021-05-30 21:00:00,13.0,2021-05-30 14:00:00,2021/05/30/1400Z,30.4,235° @ 26
8014,2021-05-30 22:00:00,13.0,2021-05-30 15:00:00,2021/05/30/1500Z,30.2,235° @ 27
8015,2021-05-30 23:00:00,13.0,2021-05-30 16:00:00,2021/05/30/1600Z,30.0,245° @ 27
8016,2021-05-31 00:00:00,13.0,2021-05-30 17:00:00,2021/05/30/1700Z,29.7,240° @ 28
8017,2021-05-31 01:00:00,13.0,2021-05-30 18:00:00,2021/05/30/1800Z,29.4,240° @ 29
8018,2021-05-31 02:00:00,,2021-05-30 19:00:00,2021/05/30/1900Z,29.0,245° @ 29
8019,2021-05-31 03:00:00,13.0,2021-05-30 20:00:00,2021/05/30/2000Z,28.9,245° @ 30
8020,2021-05-31 04:00:00,13.0,2021-05-30 21:00:00,2021/05/30/2100Z,28.6,240° @ 30
8021,2021-05-31 05:00:00,,2021-05-30 22:00:00,2021/05/30/2200Z,28.5,240° @ 29
8022,2021-05-31 06:00:00,13.0,2021-05-30 23:00:00,2021/05/30/2300Z,28.4,240° @ 29
8023,2021-05-31 07:00:00,13.0,2021-05-31 00:00:00,2021/05/31/0000Z,29.1,240° @ 27
8024,2021-05-31 08:00:00,13.0,2021-05-31 01:00:00,2021/05/31/0100Z,30.2,235° @ 27
8025,2021-05-31 09:00:00,13.0,2021-05-31 02:00:00,2021/05/31/0200Z,31.1,225° @ 27
8026,2021-05-31 10:00:00,13.0,2021-05-31 03:00:00,2021/05/31/0300Z,31.9,225° @ 28
8027,2021-05-31 11:00:00,13.0,2021-05-31 04:00:00,2021/05/31/0400Z,32.8,220° @ 27
8028,2021-05-31 12:00:00,14.0,2021-05-31 05:00:00,2021/05/31/0500Z,33.2,215° @ 25
8029,2021-05-31 13:00:00,14.0,2021-05-31 06:00:00,2021/05/31/0600Z,33.7,215° @ 24
8030,2021-05-31 14:00:00,14.0,2021-05-31 07:00:00,2021/05/31/0700Z,33.8,225° @ 23
8031,2021-05-31 15:00:00,14.0,2021-05-31 08:00:00,2021/05/31/0800Z,33.6,240° @ 23
8032,2021-05-31 16:00:00,14.0,2021-05-31 09:00:00,2021/05/31/0900Z,33.5,245° @ 22
8033,2021-05-31 17:00:00,14.0,2021-05-31 10:00:00,2021/05/31/1000Z,33.1,245° @ 20
8034,2021-05-31 18:00:00,14.0,2021-05-31 11:00:00,2021/05/31/1100Z,32.3,250° @ 19
8035,2021-05-31 19:00:00,14.0,2021-05-31 12:00:00,2021/05/31/1200Z,31.2,255° @ 21
8036,2021-05-31 20:00:00,14.0,2021-05-31 13:00:00,2021/05/31/1300Z,30.8,250° @ 20
8037,2021-05-31 21:00:00,14.0,2021-05-31 14:00:00,2021/05/31/1400Z,30.8,250° @ 17
8038,2021-05-31 22:00:00,14.0,2021-05-31 15:00:00,2021/05/31/1500Z,30.5,250° @ 16
8039,2021-05-31 23:00:00,14.0,2021-05-31 16:00:00,2021/05/31/1600Z,30.3,245° @ 16
8040,2021-06-01 00:00:00,14.0,2021-05-31 17:00:00,2021/05/31/1700Z,30.2,240° @ 18
8041,2021-06-01 01:00:00,14.0,2021-05-31 18:00:00,2021/05/31/1800Z,29.7,240° @ 18
8042,2021-06-01 02:00:00,14.0,2021-05-31 19:00:00,2021/05/31/1900Z,29.4,245° @ 18
8043,2021-06-01 03:00:00,14.0,2021-05-31 20:00:00,2021/05/31/2000Z,29.0,245° @ 18
8044,2021-06-01 04:00:00,14.0,2021-05-31 21:00:00,2021/05/31/2100Z,28.7,250° @ 19
8045,2021-06-01 05:00:00,,2021-05-31 22:00:00,2021/05/31/2200Z,28.4,250° @ 17
8046,2021-06-01 06:00:00,14.0,2021-05-31 23:00:00,2021/05/31/2300Z,28.2,255° @ 17
8047,2021-06-01 07:00:00,14.0,2021-06-01 00:00:00,2021/06/01/0000Z,28.9,245° @ 15
8048,2021-06-01 08:00:00,14.0,2021-06-01 01:00:00,2021/06/01/0100Z,29.9,245° @ 15
8049,2021-06-01 09:00:00,,2021-06-01 02:00:00,2021/06/01/0200Z,31.0,240° @ 14
