,date,PM2.5,date_utc,url_date,temp
0,2020-07-01 00:00:00,9.0,2020-06-30 17:00:00,2020/06/30/1700Z,29.4
1,2020-07-01 01:00:00,8.0,2020-06-30 18:00:00,2020/06/30/1800Z,29.4
2,2020-07-01 02:00:00,12.0,2020-06-30 19:00:00,2020/06/30/1900Z,28.5
3,2020-07-01 03:00:00,9.0,2020-06-30 20:00:00,2020/06/30/2000Z,28.5
4,2020-07-01 04:00:00,8.0,2020-06-30 21:00:00,2020/06/30/2100Z,28.3
5,2020-07-01 05:00:00,11.0,2020-06-30 22:00:00,2020/06/30/2200Z,28.3
6,2020-07-01 06:00:00,11.0,2020-06-30 23:00:00,2020/06/30/2300Z,28.3
7,2020-07-01 07:00:00,13.0,2020-07-01 00:00:00,2020/07/01/0000Z,28.7
8,2020-07-01 08:00:00,12.0,2020-07-01 01:00:00,2020/07/01/0100Z,28.7
9,2020-07-01 09:00:00,12.0,2020-07-01 02:00:00,2020/07/01/0200Z,28.7
10,2020-07-01 10:00:00,10.0,2020-07-01 03:00:00,2020/07/01/0300Z,29.7
11,2020-07-01 11:00:00,16.0,2020-07-01 04:00:00,2020/07/01/0400Z,29.7
12,2020-07-01 12:00:00,15.0,2020-07-01 05:00:00,2020/07/01/0500Z,29.7
13,2020-07-01 13:00:00,15.0,2020-07-01 06:00:00,2020/07/01/0600Z,30.8
14,2020-07-01 14:00:00,18.0,2020-07-01 07:00:00,2020/07/01/0700Z,30.8
15,2020-07-01 15:00:00,18.0,2020-07-01 08:00:00,2020/07/01/0800Z,30.8
16,2020-07-01 16:00:00,19.0,2020-07-01 09:00:00,2020/07/01/0900Z,29.5
17,2020-07-01 17:00:00,18.0,2020-07-01 10:00:00,2020/07/01/1000Z,29.5
18,2020-07-01 18:00:00,14.0,2020-07-01 11:00:00,2020/07/01/1100Z,29.5
19,2020-07-01 19:00:00,11.0,2020-07-01 12:00:00,2020/07/01/1200Z,29.5
20,2020-07-01 20:00:00,15.0,2020-07-01 13:00:00,2020/07/01/1300Z,29.5
21,2020-07-01 21:00:00,9.0,2020-07-01 14:00:00,2020/07/01/1400Z,29.2
22,2020-07-01 22:00:00,9.0,2020-07-01 15:00:00,2020/07/01/1500Z,28.7
23,2020-07-01 23:00:00,13.0,2020-07-01 16:00:00,2020/07/01/1600Z,28.7
24,2020-07-02 00:00:00,18.0,2020-07-01 17:00:00,2020/07/01/1700Z,28.7
25,2020-07-02 01:00:00,11.0,2020-07-01 18:00:00,2020/07/01/1800Z,28.5
26,2020-07-02 02:00:00,14.0,2020-07-01 19:00:00,2020/07/01/1900Z,28.5
27,2020-07-02 03:00:00,12.0,2020-07-01 20:00:00,2020/07/01/2000Z,28.5
28,2020-07-02 04:00:00,11.0,2020-07-01 21:00:00,2020/07/01/2100Z,28.4
29,2020-07-02 05:00:00,10.0,2020-07-01 22:00:00,2020/07/01/2200Z,28.4
30,2020-07-02 06:00:00,12.0,2020-07-01 23:00:00,2020/07/01/2300Z,28.4
31,2020-07-02 07:00:00,18.0,2020-07-02 00:00:00,2020/07/02/0000Z,28.3
32,2020-07-02 08:00:00,18.0,2020-07-02 01:00:00,2020/07/02/0100Z,28.3
33,2020-07-02 09:00:00,10.0,2020-07-02 02:00:00,2020/07/02/0200Z,28.3
34,2020-07-02 10:00:00,12.0,2020-07-02 03:00:00,2020/07/02/0300Z,30.8
35,2020-07-02 11:00:00,15.0,2020-07-02 04:00:00,2020/07/02/0400Z,30.8
36,2020-07-02 12:00:00,10.0,2020-07-02 05:00:00,2020/07/02/0500Z,30.8
37,2020-07-02 13:00:00,14.0,2020-07-02 06:00:00,2020/07/02/0600Z,30.8
38,2020-07-02 14:00:00,12.0,2020-07-02 07:00:00,2020/07/02/0700Z,32.7
39,2020-07-02 15:00:00,11.0,2020-07-02 08:00:00,2020/07/02/0800Z,32.7
40,2020-07-02 16:00:00,15.0,2020-07-02 09:00:00,2020/07/02/0900Z,31.6
41,2020-07-02 17:00:00,13.0,2020-07-02 10:00:00,2020/07/02/1000Z,31.6
42,2020-07-02 18:00:00,10.0,2020-07-02 11:00:00,2020/07/02/1100Z,31.6
43,2020-07-02 19:00:00,8.0,2020-07-02 12:00:00,2020/07/02/1200Z,28.4
44,2020-07-02 20:00:00,6.0,2020-07-02 13:00:00,2020/07/02/1300Z,28.4
45,2020-07-02 21:00:00,10.0,2020-07-02 14:00:00,2020/07/02/1400Z,28.4
46,2020-07-02 22:00:00,13.0,2020-07-02 15:00:00,2020/07/02/1500Z,28.4
47,2020-07-02 23:00:00,16.0,2020-07-02 16:00:00,2020/07/02/1600Z,29.1
48,2020-07-03 00:00:00,13.0,2020-07-02 17:00:00,2020/07/02/1700Z,29.1
49,2020-07-03 01:00:00,14.0,2020-07-02 18:00:00,2020/07/02/1800Z,29.1
50,2020-07-03 02:00:00,16.0,2020-07-02 19:00:00,2020/07/02/1900Z,28.7
51,2020-07-03 03:00:00,14.0,2020-07-02 20:00:00,2020/07/02/2000Z,28.7
52,2020-07-03 04:00:00,17.0,2020-07-02 21:00:00,2020/07/02/2100Z,28.3
53,2020-07-03 05:00:00,17.0,2020-07-02 22:00:00,2020/07/02/2200Z,28.3
54,2020-07-03 06:00:00,20.0,2020-07-02 23:00:00,2020/07/02/2300Z,28.3
55,2020-07-03 07:00:00,16.0,2020-07-03 00:00:00,2020/07/03/0000Z,28.8
56,2020-07-03 08:00:00,11.0,2020-07-03 01:00:00,2020/07/03/0100Z,28.8
57,2020-07-03 09:00:00,8.0,2020-07-03 02:00:00,2020/07/03/0200Z,28.8
58,2020-07-03 10:00:00,12.0,2020-07-03 03:00:00,2020/07/03/0300Z,29.2
59,2020-07-03 11:00:00,13.0,2020-07-03 04:00:00,2020/07/03/0400Z,29.2
60,2020-07-03 12:00:00,12.0,2020-07-03 05:00:00,2020/07/03/0500Z,29.2
61,2020-07-03 13:00:00,10.0,2020-07-03 06:00:00,2020/07/03/0600Z,29.2
62,2020-07-03 14:00:00,11.0,2020-07-03 07:00:00,2020/07/03/0700Z,30.2
63,2020-07-03 15:00:00,14.0,2020-07-03 08:00:00,2020/07/03/0800Z,30.2
64,2020-07-03 16:00:00,11.0,2020-07-03 09:00:00,2020/07/03/0900Z,29.7
65,2020-07-03 17:00:00,12.0,2020-07-03 10:00:00,2020/07/03/1000Z,29.7
66,2020-07-03 18:00:00,9.0,2020-07-03 11:00:00,2020/07/03/1100Z,29.7
67,2020-07-03 19:00:00,10.0,2020-07-03 12:00:00,2020/07/03/1200Z,28.0
68,2020-07-03 20:00:00,16.0,2020-07-03 13:00:00,2020/07/03/1300Z,28.0
69,2020-07-03 21:00:00,15.0,2020-07-03 14:00:00,2020/07/03/1400Z,28.0
70,2020-07-03 22:00:00,16.0,2020-07-03 15:00:00,2020/07/03/1500Z,27.2
71,2020-07-03 23:00:00,16.0,2020-07-03 16:00:00,2020/07/03/1600Z,27.2
72,2020-07-04 00:00:00,14.0,2020-07-03 17:00:00,2020/07/03/1700Z,27.2
73,2020-07-04 01:00:00,13.0,2020-07-03 18:00:00,2020/07/03/1800Z,27.2
74,2020-07-04 02:00:00,9.0,2020-07-03 19:00:00,2020/07/03/1900Z,27.5
75,2020-07-04 03:00:00,12.0,2020-07-03 20:00:00,2020/07/03/2000Z,27.5
76,2020-07-04 04:00:00,13.0,2020-07-03 21:00:00,2020/07/03/2100Z,27.4
77,2020-07-04 05:00:00,21.0,2020-07-03 22:00:00,2020/07/03/2200Z,27.4
78,2020-07-04 06:00:00,17.0,2020-07-03 23:00:00,2020/07/03/2300Z,27.4
79,2020-07-04 07:00:00,18.0,2020-07-04 00:00:00,2020/07/04/0000Z,27.9
80,2020-07-04 08:00:00,27.0,2020-07-04 01:00:00,2020/07/04/0100Z,27.9
81,2020-07-04 09:00:00,22.0,2020-07-04 02:00:00,2020/07/04/0200Z,27.9
82,2020-07-04 10:00:00,31.0,2020-07-04 03:00:00,2020/07/04/0300Z,29.8
83,2020-07-04 11:00:00,15.0,2020-07-04 04:00:00,2020/07/04/0400Z,29.8
84,2020-07-04 12:00:00,19.0,2020-07-04 05:00:00,2020/07/04/0500Z,29.8
85,2020-07-04 13:00:00,16.0,2020-07-04 06:00:00,2020/07/04/0600Z,29.9
86,2020-07-04 14:00:00,14.0,2020-07-04 07:00:00,2020/07/04/0700Z,29.9
87,2020-07-04 15:00:00,11.0,2020-07-04 08:00:00,2020/07/04/0800Z,29.9
88,2020-07-04 16:00:00,15.0,2020-07-04 09:00:00,2020/07/04/0900Z,26.5
89,2020-07-04 17:00:00,13.0,2020-07-04 10:00:00,2020/07/04/1000Z,26.5
90,2020-07-04 18:00:00,11.0,2020-07-04 11:00:00,2020/07/04/1100Z,26.5
91,2020-07-04 19:00:00,17.0,2020-07-04 12:00:00,2020/07/04/1200Z,26.5
92,2020-07-04 20:00:00,10.0,2020-07-04 13:00:00,2020/07/04/1300Z,27.8
93,2020-07-04 21:00:00,9.0,2020-07-04 14:00:00,2020/07/04/1400Z,27.8
94,2020-07-04 22:00:00,11.0,2020-07-04 15:00:00,2020/07/04/1500Z,27.8
95,2020-07-04 23:00:00,14.0,2020-07-04 16:00:00,2020/07/04/1600Z,27.9
96,2020-07-05 00:00:00,12.0,2020-07-04 17:00:00,2020/07/04/1700Z,27.9
97,2020-07-05 01:00:00,11.0,2020-07-04 18:00:00,2020/07/04/1800Z,27.6
98,2020-07-05 02:00:00,8.0,2020-07-04 19:00:00,2020/07/04/1900Z,27.6
99,2020-07-05 03:00:00,9.0,2020-07-04 20:00:00,2020/07/04/2000Z,27.6
100,2020-07-05 04:00:00,8.0,2020-07-04 21:00:00,2020/07/04/2100Z,27.2
101,2020-07-05 05:00:00,12.0,2020-07-04 22:00:00,2020/07/04/2200Z,27.2
102,2020-07-05 06:00:00,14.0,2020-07-04 23:00:00,2020/07/04/2300Z,27.2
103,2020-07-05 07:00:00,18.0,2020-07-05 00:00:00,2020/07/05/0000Z,27.5
104,2020-07-05 08:00:00,15.0,2020-07-05 01:00:00,2020/07/05/0100Z,27.5
105,2020-07-05 09:00:00,10.0,2020-07-05 02:00:00,2020/07/05/0200Z,27.5
106,2020-07-05 10:00:00,12.0,2020-07-05 03:00:00,2020/07/05/0300Z,28.5
107,2020-07-05 11:00:00,10.0,2020-07-05 04:00:00,2020/07/05/0400Z,28.5
108,2020-07-05 12:00:00,13.0,2020-07-05 05:00:00,2020/07/05/0500Z,28.5
109,2020-07-05 13:00:00,10.0,2020-07-05 06:00:00,2020/07/05/0600Z,28.5
110,2020-07-05 14:00:00,13.0,2020-07-05 07:00:00,2020/07/05/0700Z,29.7
111,2020-07-05 15:00:00,17.0,2020-07-05 08:00:00,2020/07/05/0800Z,29.7
112,2020-07-05 16:00:00,14.0,2020-07-05 09:00:00,2020/07/05/0900Z,30.6
113,2020-07-05 17:00:00,16.0,2020-07-05 10:00:00,2020/07/05/1000Z,30.6
114,2020-07-05 18:00:00,12.0,2020-07-05 11:00:00,2020/07/05/1100Z,30.6
115,2020-07-05 19:00:00,13.0,2020-07-05 12:00:00,2020/07/05/1200Z,30.6
116,2020-07-05 20:00:00,12.0,2020-07-05 13:00:00,2020/07/05/1300Z,30.6
117,2020-07-05 21:00:00,12.0,2020-07-05 14:00:00,2020/07/05/1400Z,29.1
118,2020-07-05 22:00:00,10.0,2020-07-05 15:00:00,2020/07/05/1500Z,28.1
119,2020-07-05 23:00:00,12.0,2020-07-05 16:00:00,2020/07/05/1600Z,28.1
120,2020-07-06 00:00:00,13.0,2020-07-05 17:00:00,2020/07/05/1700Z,28.1
121,2020-07-06 01:00:00,8.0,2020-07-05 18:00:00,2020/07/05/1800Z,27.5
122,2020-07-06 02:00:00,6.0,2020-07-05 19:00:00,2020/07/05/1900Z,27.5
123,2020-07-06 03:00:00,7.0,2020-07-05 20:00:00,2020/07/05/2000Z,27.5
124,2020-07-06 04:00:00,7.0,2020-07-05 21:00:00,2020/07/05/2100Z,27.5
125,2020-07-06 05:00:00,7.0,2020-07-05 22:00:00,2020/07/05/2200Z,27.5
126,2020-07-06 06:00:00,8.0,2020-07-05 23:00:00,2020/07/05/2300Z,27.2
127,2020-07-06 07:00:00,13.0,2020-07-06 00:00:00,2020/07/06/0000Z,27.4
128,2020-07-06 08:00:00,15.0,2020-07-06 01:00:00,2020/07/06/0100Z,27.4
129,2020-07-06 09:00:00,11.0,2020-07-06 02:00:00,2020/07/06/0200Z,27.4
130,2020-07-06 10:00:00,15.0,2020-07-06 03:00:00,2020/07/06/0300Z,29.4
131,2020-07-06 11:00:00,19.0,2020-07-06 04:00:00,2020/07/06/0400Z,29.4
132,2020-07-06 12:00:00,10.0,2020-07-06 05:00:00,2020/07/06/0500Z,29.4
133,2020-07-06 13:00:00,9.0,2020-07-06 06:00:00,2020/07/06/0600Z,29.4
134,2020-07-06 14:00:00,18.0,2020-07-06 07:00:00,2020/07/06/0700Z,32.5
135,2020-07-06 15:00:00,12.0,2020-07-06 08:00:00,2020/07/06/0800Z,32.5
136,2020-07-06 16:00:00,12.0,2020-07-06 09:00:00,2020/07/06/0900Z,32.5
137,2020-07-06 17:00:00,16.0,2020-07-06 10:00:00,2020/07/06/1000Z,32.4
138,2020-07-06 18:00:00,16.0,2020-07-06 11:00:00,2020/07/06/1100Z,32.4
139,2020-07-06 19:00:00,13.0,2020-07-06 12:00:00,2020/07/06/1200Z,30.9
140,2020-07-06 20:00:00,17.0,2020-07-06 13:00:00,2020/07/06/1300Z,30.9
141,2020-07-06 21:00:00,14.0,2020-07-06 14:00:00,2020/07/06/1400Z,30.9
142,2020-07-06 22:00:00,14.0,2020-07-06 15:00:00,2020/07/06/1500Z,30.9
143,2020-07-06 23:00:00,13.0,2020-07-06 16:00:00,2020/07/06/1600Z,29.4
144,2020-07-07 00:00:00,12.0,2020-07-06 17:00:00,2020/07/06/1700Z,29.4
145,2020-07-07 01:00:00,11.0,2020-07-06 18:00:00,2020/07/06/1800Z,29.4
146,2020-07-07 02:00:00,10.0,2020-07-06 19:00:00,2020/07/06/1900Z,29.4
147,2020-07-07 03:00:00,10.0,2020-07-06 20:00:00,2020/07/06/2000Z,28.9
148,2020-07-07 04:00:00,13.0,2020-07-06 21:00:00,2020/07/06/2100Z,28.2
149,2020-07-07 05:00:00,14.0,2020-07-06 22:00:00,2020/07/06/2200Z,28.2
150,2020-07-07 06:00:00,14.0,2020-07-06 23:00:00,2020/07/06/2300Z,28.2
151,2020-07-07 07:00:00,14.0,2020-07-07 00:00:00,2020/07/07/0000Z,28.5
152,2020-07-07 08:00:00,12.0,2020-07-07 01:00:00,2020/07/07/0100Z,28.5
153,2020-07-07 09:00:00,11.0,2020-07-07 02:00:00,2020/07/07/0200Z,28.5
154,2020-07-07 10:00:00,11.0,2020-07-07 03:00:00,2020/07/07/0300Z,31.3
155,2020-07-07 11:00:00,19.0,2020-07-07 04:00:00,2020/07/07/0400Z,31.3
156,2020-07-07 12:00:00,18.0,2020-07-07 05:00:00,2020/07/07/0500Z,31.3
157,2020-07-07 13:00:00,22.0,2020-07-07 06:00:00,2020/07/07/0600Z,31.3
158,2020-07-07 14:00:00,23.0,2020-07-07 07:00:00,2020/07/07/0700Z,32.8
159,2020-07-07 15:00:00,26.0,2020-07-07 08:00:00,2020/07/07/0800Z,32.8
160,2020-07-07 16:00:00,15.0,2020-07-07 09:00:00,2020/07/07/0900Z,32.6
161,2020-07-07 17:00:00,17.0,2020-07-07 10:00:00,2020/07/07/1000Z,32.6
162,2020-07-07 18:00:00,12.0,2020-07-07 11:00:00,2020/07/07/1100Z,32.6
