,date,PM2.5,date_utc,url_date,temp,wind
5000,2021-01-25 08:00:00,,2021-01-25 01:00:00,2021/01/25/0100Z,16.6,195° @ 16
5001,2021-01-25 09:00:00,51.0,2021-01-25 02:00:00,2021/01/25/0200Z,20.5,195° @ 16
5002,2021-01-25 10:00:00,51.0,2021-01-25 03:00:00,2021/01/25/0300Z,24.4,200° @ 17
5003,2021-01-25 11:00:00,51.0,2021-01-25 04:00:00,2021/01/25/0400Z,28.1,205° @ 16
5004,2021-01-25 12:00:00,,2021-01-25 05:00:00,2021/01/25/0500Z,30.4,210° @ 14
5005,2021-01-25 13:00:00,50.0,2021-01-25 06:00:00,2021/01/25/0600Z,31.1,210° @ 11
5006,2021-01-25 14:00:00,50.0,2021-01-25 07:00:00,2021/01/25/0700Z,31.5,195° @ 9
5007,2021-01-25 15:00:00,50.0,2021-01-25 08:00:00,2021/01/25/0800Z,31.7,175° @ 8
5008,2021-01-25 16:00:00,50.0,2021-01-25 09:00:00,2021/01/25/0900Z,31.5,170° @ 8
5009,2021-01-25 17:00:00,,2021-01-25 10:00:00,2021/01/25/1000Z,30.5,160° @ 8
5010,2021-01-25 18:00:00,50.0,2021-01-25 11:00:00,2021/01/25/1100Z,25.2,150° @ 7
5011,2021-01-25 19:00:00,50.0,2021-01-25 12:00:00,2021/01/25/1200Z,22.6,185° @ 7
5012,2021-01-25 20:00:00,,2021-01-25 13:00:00,2021/01/25/1300Z,21.5,190° @ 8
5013,2021-01-25 21:00:00,54.0,2021-01-25 14:00:00,2021/01/25/1400Z,20.4,190° @ 9
5014,2021-01-25 22:00:00,54.0,2021-01-25 15:00:00,2021/01/25/1500Z,19.7,200° @ 11
5015,2021-01-25 23:00:00,54.0,2021-01-25 16:00:00,2021/01/25/1600Z,18.9,200° @ 13
5016,2021-01-26 00:00:00,53.0,2021-01-25 17:00:00,2021/01/25/1700Z,18.1,200° @ 14
5017,2021-01-26 01:00:00,53.0,2021-01-25 18:00:00,2021/01/25/1800Z,17.3,195° @ 15
5018,2021-01-26 02:00:00,52.0,2021-01-25 19:00:00,2021/01/25/1900Z,16.9,200° @ 15
5019,2021-01-26 03:00:00,51.0,2021-01-25 20:00:00,2021/01/25/2000Z,16.4,200° @ 13
5020,2021-01-26 04:00:00,51.0,2021-01-25 21:00:00,2021/01/25/2100Z,15.9,195° @ 13
5021,2021-01-26 05:00:00,50.0,2021-01-25 22:00:00,2021/01/25/2200Z,15.5,190° @ 12
5022,2021-01-26 06:00:00,50.0,2021-01-25 23:00:00,2021/01/25/2300Z,15.0,185° @ 13
5023,2021-01-26 07:00:00,50.0,2021-01-26 00:00:00,2021/01/26/0000Z,14.9,185° @ 16
5024,2021-01-26 08:00:00,,2021-01-26 01:00:00,2021/01/26/0100Z,17.4,180° @ 17
5025,2021-01-26 09:00:00,51.0,2021-01-26 02:00:00,2021/01/26/0200Z,21.6,175° @ 18
5026,2021-01-26 10:00:00,51.0,2021-01-26 03:00:00,2021/01/26/0300Z,25.4,175° @ 18
5027,2021-01-26 11:00:00,51.0,2021-01-26 04:00:00,2021/01/26/0400Z,28.9,175° @ 17
5028,2021-01-26 12:00:00,,2021-01-26 05:00:00,2021/01/26/0500Z,31.0,175° @ 16
5029,2021-01-26 13:00:00,51.0,2021-01-26 06:00:00,2021/01/26/0600Z,31.6,180° @ 14
5030,2021-01-26 14:00:00,51.0,2021-01-26 07:00:00,2021/01/26/0700Z,31.9,175° @ 13
5031,2021-01-26 15:00:00,,2021-01-26 08:00:00,2021/01/26/0800Z,32.1,175° @ 11
5032,2021-01-26 16:00:00,51.0,2021-01-26 09:00:00,2021/01/26/0900Z,31.8,165° @ 11
5033,2021-01-26 17:00:00,51.0,2021-01-26 10:00:00,2021/01/26/1000Z,30.6,160° @ 12
5034,2021-01-26 18:00:00,52.0,2021-01-26 11:00:00,2021/01/26/1100Z,25.4,160° @ 15
5035,2021-01-26 19:00:00,52.0,2021-01-26 12:00:00,2021/01/26/1200Z,23.1,180° @ 13
5036,2021-01-26 20:00:00,,2021-01-26 13:00:00,2021/01/26/1300Z,21.8,185° @ 13
5037,2021-01-26 21:00:00,49.0,2021-01-26 14:00:00,2021/01/26/1400Z,20.8,185° @ 11
5038,2021-01-26 22:00:00,49.0,2021-01-26 15:00:00,2021/01/26/1500Z,20.2,185° @ 12
5039,2021-01-26 23:00:00,49.0,2021-01-26 16:00:00,2021/01/26/1600Z,19.5,190° @ 15
5040,2021-01-27 00:00:00,,2021-01-26 17:00:00,2021/01/26/1700Z,18.7,185° @ 18
5041,2021-01-27 01:00:00,50.0,2021-01-26 18:00:00,2021/01/26/1800Z,18.1,190° @ 18
5042,2021-01-27 02:00:00,50.0,2021-01-26 19:00:00,2021/01/26/1900Z,17.7,190° @ 19
5043,2021-01-27 03:00:00,,2021-01-26 20:00:00,2021/01/26/2000Z,17.2,190° @ 19
5044,2021-01-27 04:00:00,51.0,2021-01-26 21:00:00,2021/01/26/2100Z,16.9,195° @ 17
5045,2021-01-27 05:00:00,51.0,2021-01-26 22:00:00,2021/01/26/2200Z,16.4,195° @ 16
5046,2021-01-27 06:00:00,51.0,2021-01-26 23:00:00,2021/01/26/2300Z,16.0,195° @ 16
5047,2021-01-27 07:00:00,51.0,2021-01-27 00:00:00,2021/01/27/0000Z,15.8,190° @ 23
5048,2021-01-27 08:00:00,51.0,2021-01-27 01:00:00,2021/01/27/0100Z,18.4,185° @ 24
5049,2021-01-27 09:00:00,,2021-01-27 02:00:00,2021/01/27/0200Z,22.5,190° @ 24
5050,2021-01-27 10:00:00,51.0,2021-01-27 03:00:00,2021/01/27/0300Z,26.4,195° @ 24
5051,2021-01-27 11:00:00,51.0,2021-01-27 04:00:00,2021/01/27/0400Z,29.3,200° @ 23
5052,2021-01-27 12:00:00,,2021-01-27 05:00:00,2021/01/27/0500Z,30.7,195° @ 19
5053,2021-01-27 13:00:00,52.0,2021-01-27 06:00:00,2021/01/27/0600Z,31.7,200° @ 16
5054,2021-01-27 14:00:00,53.0,2021-01-27 07:00:00,2021/01/27/0700Z,32.2,190° @ 13
5055,2021-01-27 15:00:00,53.0,2021-01-27 08:00:00,2021/01/27/0800Z,32.4,180° @ 12
5056,2021-01-27 16:00:00,53.0,2021-01-27 09:00:00,2021/01/27/0900Z,32.2,170° @ 13
5057,2021-01-27 17:00:00,,2021-01-27 10:00:00,2021/01/27/1000Z,31.2,160° @ 13
5058,2021-01-27 18:00:00,54.0,2021-01-27 11:00:00,2021/01/27/1100Z,26.0,165° @ 12
5059,2021-01-27 19:00:00,54.0,2021-01-27 12:00:00,2021/01/27/1200Z,23.7,195° @ 11
5060,2021-01-27 20:00:00,54.0,2021-01-27 13:00:00,2021/01/27/1300Z,22.5,205° @ 10
5061,2021-01-27 21:00:00,55.0,2021-01-27 14:00:00,2021/01/27/1400Z,21.5,215° @ 11
5062,2021-01-27 22:00:00,55.0,2021-01-27 15:00:00,2021/01/27/1500Z,20.5,210° @ 12
5063,2021-01-27 23:00:00,,2021-01-27 16:00:00,2021/01/27/1600Z,20.5,200° @ 15
5064,2021-01-28 00:00:00,56.0,2021-01-27 17:00:00,2021/01/27/1700Z,19.2,195° @ 18
5065,2021-01-28 01:00:00,56.0,2021-01-27 18:00:00,2021/01/27/1800Z,18.7,195° @ 17
5066,2021-01-28 02:00:00,56.0,2021-01-27 19:00:00,2021/01/27/1900Z,18.3,200° @ 16
5067,2021-01-28 03:00:00,56.0,2021-01-27 20:00:00,2021/01/27/2000Z,17.9,205° @ 16
5068,2021-01-28 04:00:00,,2021-01-27 21:00:00,2021/01/27/2100Z,17.4,210° @ 14
5069,2021-01-28 05:00:00,56.0,2021-01-27 22:00:00,2021/01/27/2200Z,17.0,210° @ 9
5070,2021-01-28 06:00:00,56.0,2021-01-27 23:00:00,2021/01/27/2300Z,16.5,200° @ 7
5071,2021-01-28 07:00:00,56.0,2021-01-28 00:00:00,2021/01/28/0000Z,16.4,175° @ 11
5072,2021-01-28 08:00:00,,2021-01-28 01:00:00,2021/01/28/0100Z,18.7,165° @ 12
5073,2021-01-28 09:00:00,56.0,2021-01-28 02:00:00,2021/01/28/0200Z,22.7,160° @ 13
5074,2021-01-28 10:00:00,56.0,2021-01-28 03:00:00,2021/01/28/0300Z,26.7,160° @ 14
5075,2021-01-28 11:00:00,,2021-01-28 04:00:00,2021/01/28/0400Z,29.8,160° @ 13
5076,2021-01-28 12:00:00,55.0,2021-01-28 05:00:00,2021/01/28/0500Z,31.3,160° @ 12
5077,2021-01-28 13:00:00,,2021-01-28 06:00:00,2021/01/28/0600Z,32.5,165° @ 8
5078,2021-01-28 14:00:00,53.0,2021-01-28 07:00:00,2021/01/28/0700Z,32.9,170° @ 7
5079,2021-01-28 15:00:00,52.0,2021-01-28 08:00:00,2021/01/28/0800Z,32.9,160° @ 8
5080,2021-01-28 16:00:00,52.0,2021-01-28 09:00:00,2021/01/28/0900Z,32.2,145° @ 11
