,date,PM2.5,date_utc,url_date,temp
0,2020-07-01 00:00:00,13.0,2020-06-30 17:00:00,2020/06/30/1700Z,25.2
1,2020-07-01 01:00:00,13.0,2020-06-30 18:00:00,2020/06/30/1800Z,24.0
2,2020-07-01 02:00:00,11.0,2020-06-30 19:00:00,2020/06/30/1900Z,24.0
3,2020-07-01 03:00:00,13.0,2020-06-30 20:00:00,2020/06/30/2000Z,24.0
4,2020-07-01 04:00:00,12.0,2020-06-30 21:00:00,2020/06/30/2100Z,23.4
5,2020-07-01 05:00:00,10.0,2020-06-30 22:00:00,2020/06/30/2200Z,23.4
6,2020-07-01 06:00:00,11.0,2020-06-30 23:00:00,2020/06/30/2300Z,23.4
7,2020-07-01 07:00:00,12.0,2020-07-01 00:00:00,2020/07/01/0000Z,24.1
8,2020-07-01 08:00:00,11.0,2020-07-01 01:00:00,2020/07/01/0100Z,24.1
9,2020-07-01 09:00:00,16.0,2020-07-01 02:00:00,2020/07/01/0200Z,24.1
10,2020-07-01 10:00:00,12.0,2020-07-01 03:00:00,2020/07/01/0300Z,29.7
11,2020-07-01 11:00:00,14.0,2020-07-01 04:00:00,2020/07/01/0400Z,29.7
12,2020-07-01 12:00:00,15.0,2020-07-01 05:00:00,2020/07/01/0500Z,29.7
13,2020-07-01 13:00:00,13.0,2020-07-01 06:00:00,2020/07/01/0600Z,31.5
14,2020-07-01 14:00:00,11.0,2020-07-01 07:00:00,2020/07/01/0700Z,31.5
15,2020-07-01 15:00:00,8.0,2020-07-01 08:00:00,2020/07/01/0800Z,31.5
16,2020-07-01 16:00:00,11.0,2020-07-01 09:00:00,2020/07/01/0900Z,31.3
17,2020-07-01 17:00:00,9.0,2020-07-01 10:00:00,2020/07/01/1000Z,31.3
18,2020-07-01 18:00:00,15.0,2020-07-01 11:00:00,2020/07/01/1100Z,31.3
19,2020-07-01 19:00:00,15.0,2020-07-01 12:00:00,2020/07/01/1200Z,26.1
20,2020-07-01 20:00:00,18.0,2020-07-01 13:00:00,2020/07/01/1300Z,26.1
21,2020-07-01 21:00:00,13.0,2020-07-01 14:00:00,2020/07/01/1400Z,26.1
22,2020-07-01 22:00:00,11.0,2020-07-01 15:00:00,2020/07/01/1500Z,24.2
23,2020-07-01 23:00:00,18.0,2020-07-01 16:00:00,2020/07/01/1600Z,24.2
24,2020-07-02 00:00:00,10.0,2020-07-01 17:00:00,2020/07/01/1700Z,24.2
25,2020-07-02 01:00:00,11.0,2020-07-01 18:00:00,2020/07/01/1800Z,23.2
26,2020-07-02 02:00:00,10.0,2020-07-01 19:00:00,2020/07/01/1900Z,23.2
27,2020-07-02 03:00:00,9.0,2020-07-01 20:00:00,2020/07/01/2000Z,23.2
28,2020-07-02 04:00:00,10.0,2020-07-01 21:00:00,2020/07/01/2100Z,22.8
29,2020-07-02 05:00:00,7.0,2020-07-01 22:00:00,2020/07/01/2200Z,22.8
30,2020-07-02 06:00:00,12.0,2020-07-01 23:00:00,2020/07/01/2300Z,22.8
31,2020-07-02 07:00:00,16.0,2020-07-02 00:00:00,2020/07/02/0000Z,23.9
32,2020-07-02 08:00:00,15.0,2020-07-02 01:00:00,2020/07/02/0100Z,23.9
33,2020-07-02 09:00:00,10.0,2020-07-02 02:00:00,2020/07/02/0200Z,23.9
34,2020-07-02 10:00:00,9.0,2020-07-02 03:00:00,2020/07/02/0300Z,28.8
35,2020-07-02 11:00:00,18.0,2020-07-02 04:00:00,2020/07/02/0400Z,28.8
36,2020-07-02 12:00:00,14.0,2020-07-02 05:00:00,2020/07/02/0500Z,28.8
37,2020-07-02 13:00:00,11.0,2020-07-02 06:00:00,2020/07/02/0600Z,31.6
38,2020-07-02 14:00:00,13.0,2020-07-02 07:00:00,2020/07/02/0700Z,31.6
39,2020-07-02 15:00:00,12.0,2020-07-02 08:00:00,2020/07/02/0800Z,31.6
40,2020-07-02 16:00:00,10.0,2020-07-02 09:00:00,2020/07/02/0900Z,31.8
41,2020-07-02 17:00:00,12.0,2020-07-02 10:00:00,2020/07/02/1000Z,31.8
42,2020-07-02 18:00:00,13.0,2020-07-02 11:00:00,2020/07/02/1100Z,31.8
43,2020-07-02 19:00:00,14.0,2020-07-02 12:00:00,2020/07/02/1200Z,26.0
44,2020-07-02 20:00:00,10.0,2020-07-02 13:00:00,2020/07/02/1300Z,26.0
45,2020-07-02 21:00:00,12.0,2020-07-02 14:00:00,2020/07/02/1400Z,26.0
46,2020-07-02 22:00:00,8.0,2020-07-02 15:00:00,2020/07/02/1500Z,24.2
47,2020-07-02 23:00:00,13.0,2020-07-02 16:00:00,2020/07/02/1600Z,24.2
48,2020-07-03 00:00:00,12.0,2020-07-02 17:00:00,2020/07/02/1700Z,24.2
49,2020-07-03 01:00:00,14.0,2020-07-02 18:00:00,2020/07/02/1800Z,23.6
50,2020-07-03 02:00:00,13.0,2020-07-02 19:00:00,2020/07/02/1900Z,23.6
51,2020-07-03 03:00:00,11.0,2020-07-02 20:00:00,2020/07/02/2000Z,23.6
52,2020-07-03 04:00:00,9.0,2020-07-02 21:00:00,2020/07/02/2100Z,23.0
53,2020-07-03 05:00:00,10.0,2020-07-02 22:00:00,2020/07/02/2200Z,23.0
54,2020-07-03 06:00:00,8.0,2020-07-02 23:00:00,2020/07/02/2300Z,23.0
55,2020-07-03 07:00:00,11.0,2020-07-03 00:00:00,2020/07/03/0000Z,24.3
56,2020-07-03 08:00:00,11.0,2020-07-03 01:00:00,2020/07/03/0100Z,24.3
57,2020-07-03 09:00:00,17.0,2020-07-03 02:00:00,2020/07/03/0200Z,24.3
58,2020-07-03 10:00:00,14.0,2020-07-03 03:00:00,2020/07/03/0300Z,29.3
59,2020-07-03 11:00:00,13.0,2020-07-03 04:00:00,2020/07/03/0400Z,29.3
60,2020-07-03 12:00:00,11.0,2020-07-03 05:00:00,2020/07/03/0500Z,29.3
61,2020-07-03 13:00:00,14.0,2020-07-03 06:00:00,2020/07/03/0600Z,31.5
62,2020-07-03 14:00:00,10.0,2020-07-03 07:00:00,2020/07/03/0700Z,31.5
63,2020-07-03 15:00:00,10.0,2020-07-03 08:00:00,2020/07/03/0800Z,31.5
64,2020-07-03 16:00:00,9.0,2020-07-03 09:00:00,2020/07/03/0900Z,30.3
65,2020-07-03 17:00:00,10.0,2020-07-03 10:00:00,2020/07/03/1000Z,30.3
66,2020-07-03 18:00:00,12.0,2020-07-03 11:00:00,2020/07/03/1100Z,30.3
67,2020-07-03 19:00:00,11.0,2020-07-03 12:00:00,2020/07/03/1200Z,25.8
68,2020-07-03 20:00:00,14.0,2020-07-03 13:00:00,2020/07/03/1300Z,25.8
69,2020-07-03 21:00:00,11.0,2020-07-03 14:00:00,2020/07/03/1400Z,25.8
70,2020-07-03 22:00:00,12.0,2020-07-03 15:00:00,2020/07/03/1500Z,24.6
71,2020-07-03 23:00:00,11.0,2020-07-03 16:00:00,2020/07/03/1600Z,24.6
72,2020-07-04 00:00:00,10.0,2020-07-03 17:00:00,2020/07/03/1700Z,24.6
73,2020-07-04 01:00:00,9.0,2020-07-03 18:00:00,2020/07/03/1800Z,23.7
74,2020-07-04 02:00:00,10.0,2020-07-03 19:00:00,2020/07/03/1900Z,23.7
75,2020-07-04 03:00:00,14.0,2020-07-03 20:00:00,2020/07/03/2000Z,23.7
76,2020-07-04 04:00:00,8.0,2020-07-03 21:00:00,2020/07/03/2100Z,22.9
77,2020-07-04 05:00:00,12.0,2020-07-03 22:00:00,2020/07/03/2200Z,22.9
78,2020-07-04 06:00:00,10.0,2020-07-03 23:00:00,2020/07/03/2300Z,22.9
79,2020-07-04 07:00:00,13.0,2020-07-04 00:00:00,2020/07/04/0000Z,23.5
80,2020-07-04 08:00:00,12.0,2020-07-04 01:00:00,2020/07/04/0100Z,23.5
81,2020-07-04 09:00:00,14.0,2020-07-04 02:00:00,2020/07/04/0200Z,23.5
82,2020-07-04 10:00:00,10.0,2020-07-04 03:00:00,2020/07/04/0300Z,23.8
83,2020-07-04 11:00:00,12.0,2020-07-04 04:00:00,2020/07/04/0400Z,23.8
84,2020-07-04 12:00:00,15.0,2020-07-04 05:00:00,2020/07/04/0500Z,23.8
85,2020-07-04 13:00:00,13.0,2020-07-04 06:00:00,2020/07/04/0600Z,27.7
86,2020-07-04 14:00:00,15.0,2020-07-04 07:00:00,2020/07/04/0700Z,27.7
87,2020-07-04 15:00:00,10.0,2020-07-04 08:00:00,2020/07/04/0800Z,27.7
88,2020-07-04 16:00:00,11.0,2020-07-04 09:00:00,2020/07/04/0900Z,27.1
89,2020-07-04 17:00:00,11.0,2020-07-04 10:00:00,2020/07/04/1000Z,27.1
90,2020-07-04 18:00:00,10.0,2020-07-04 11:00:00,2020/07/04/1100Z,27.1
91,2020-07-04 19:00:00,11.0,2020-07-04 12:00:00,2020/07/04/1200Z,25.2
92,2020-07-04 20:00:00,12.0,2020-07-04 13:00:00,2020/07/04/1300Z,25.2
93,2020-07-04 21:00:00,12.0,2020-07-04 14:00:00,2020/07/04/1400Z,25.2
94,2020-07-04 22:00:00,11.0,2020-07-04 15:00:00,2020/07/04/1500Z,23.6
95,2020-07-04 23:00:00,11.0,2020-07-04 16:00:00,2020/07/04/1600Z,23.6
96,2020-07-05 00:00:00,8.0,2020-07-04 17:00:00,2020/07/04/1700Z,23.6
97,2020-07-05 01:00:00,12.0,2020-07-04 18:00:00,2020/07/04/1800Z,23.2
98,2020-07-05 02:00:00,12.0,2020-07-04 19:00:00,2020/07/04/1900Z,23.2
99,2020-07-05 03:00:00,9.0,2020-07-04 20:00:00,2020/07/04/2000Z,23.2
100,2020-07-05 04:00:00,10.0,2020-07-04 21:00:00,2020/07/04/2100Z,22.9
101,2020-07-05 05:00:00,7.0,2020-07-04 22:00:00,2020/07/04/2200Z,22.9
102,2020-07-05 06:00:00,7.0,2020-07-04 23:00:00,2020/07/04/2300Z,22.9
103,2020-07-05 07:00:00,7.0,2020-07-05 00:00:00,2020/07/05/0000Z,23.0
104,2020-07-05 08:00:00,14.0,2020-07-05 01:00:00,2020/07/05/0100Z,23.0
105,2020-07-05 09:00:00,10.0,2020-07-05 02:00:00,2020/07/05/0200Z,23.0
106,2020-07-05 10:00:00,13.0,2020-07-05 03:00:00,2020/07/05/0300Z,26.6
107,2020-07-05 11:00:00,15.0,2020-07-05 04:00:00,2020/07/05/0400Z,26.6
108,2020-07-05 12:00:00,12.0,2020-07-05 05:00:00,2020/07/05/0500Z,26.6
109,2020-07-05 13:00:00,12.0,2020-07-05 06:00:00,2020/07/05/0600Z,26.9
110,2020-07-05 14:00:00,13.0,2020-07-05 07:00:00,2020/07/05/0700Z,26.9
111,2020-07-05 15:00:00,9.0,2020-07-05 08:00:00,2020/07/05/0800Z,26.9
112,2020-07-05 16:00:00,9.0,2020-07-05 09:00:00,2020/07/05/0900Z,29.2
113,2020-07-05 17:00:00,10.0,2020-07-05 10:00:00,2020/07/05/1000Z,29.2
114,2020-07-05 18:00:00,11.0,2020-07-05 11:00:00,2020/07/05/1100Z,29.2
115,2020-07-05 19:00:00,14.0,2020-07-05 12:00:00,2020/07/05/1200Z,25.1
116,2020-07-05 20:00:00,13.0,2020-07-05 13:00:00,2020/07/05/1300Z,25.1
117,2020-07-05 21:00:00,14.0,2020-07-05 14:00:00,2020/07/05/1400Z,25.1
118,2020-07-05 22:00:00,14.0,2020-07-05 15:00:00,2020/07/05/1500Z,23.7
119,2020-07-05 23:00:00,13.0,2020-07-05 16:00:00,2020/07/05/1600Z,23.7
120,2020-07-06 00:00:00,13.0,2020-07-05 17:00:00,2020/07/05/1700Z,23.7
121,2020-07-06 01:00:00,9.0,2020-07-05 18:00:00,2020/07/05/1800Z,23.1
122,2020-07-06 02:00:00,7.0,2020-07-05 19:00:00,2020/07/05/1900Z,23.1
123,2020-07-06 03:00:00,9.0,2020-07-05 20:00:00,2020/07/05/2000Z,23.1
124,2020-07-06 04:00:00,8.0,2020-07-05 21:00:00,2020/07/05/2100Z,22.4
125,2020-07-06 05:00:00,9.0,2020-07-05 22:00:00,2020/07/05/2200Z,22.4
126,2020-07-06 06:00:00,10.0,2020-07-05 23:00:00,2020/07/05/2300Z,22.4
127,2020-07-06 07:00:00,9.0,2020-07-06 00:00:00,2020/07/06/0000Z,23.5
128,2020-07-06 08:00:00,12.0,2020-07-06 01:00:00,2020/07/06/0100Z,23.5
129,2020-07-06 09:00:00,13.0,2020-07-06 02:00:00,2020/07/06/0200Z,23.5
130,2020-07-06 10:00:00,13.0,2020-07-06 03:00:00,2020/07/06/0300Z,29.3
131,2020-07-06 11:00:00,11.0,2020-07-06 04:00:00,2020/07/06/0400Z,29.3
132,2020-07-06 12:00:00,16.0,2020-07-06 05:00:00,2020/07/06/0500Z,29.3
133,2020-07-06 13:00:00,15.0,2020-07-06 06:00:00,2020/07/06/0600Z,32.0
134,2020-07-06 14:00:00,14.0,2020-07-06 07:00:00,2020/07/06/0700Z,32.0
135,2020-07-06 15:00:00,14.0,2020-07-06 08:00:00,2020/07/06/0800Z,32.0
