,date,PM2.5,date_utc,url_date,temp
5000,2021-01-25 08:00:00,,2021-01-25 01:00:00,2021/01/25/0100Z,16.6
5001,2021-01-25 09:00:00,51.0,2021-01-25 02:00:00,2021/01/25/0200Z,20.5
5002,2021-01-25 10:00:00,51.0,2021-01-25 03:00:00,2021/01/25/0300Z,24.4
5003,2021-01-25 11:00:00,51.0,2021-01-25 04:00:00,2021/01/25/0400Z,28.1
5004,2021-01-25 12:00:00,,2021-01-25 05:00:00,2021/01/25/0500Z,30.4
5005,2021-01-25 13:00:00,50.0,2021-01-25 06:00:00,2021/01/25/0600Z,31.1
5006,2021-01-25 14:00:00,50.0,2021-01-25 07:00:00,2021/01/25/0700Z,31.5
5007,2021-01-25 15:00:00,50.0,2021-01-25 08:00:00,2021/01/25/0800Z,31.7
5008,2021-01-25 16:00:00,50.0,2021-01-25 09:00:00,2021/01/25/0900Z,31.5
5009,2021-01-25 17:00:00,,2021-01-25 10:00:00,2021/01/25/1000Z,30.5
5010,2021-01-25 18:00:00,50.0,2021-01-25 11:00:00,2021/01/25/1100Z,25.2
5011,2021-01-25 19:00:00,50.0,2021-01-25 12:00:00,2021/01/25/1200Z,22.6
5012,2021-01-25 20:00:00,,2021-01-25 13:00:00,2021/01/25/1300Z,21.5
5013,2021-01-25 21:00:00,54.0,2021-01-25 14:00:00,2021/01/25/1400Z,20.4
5014,2021-01-25 22:00:00,54.0,2021-01-25 15:00:00,2021/01/25/1500Z,19.7
5015,2021-01-25 23:00:00,54.0,2021-01-25 16:00:00,2021/01/25/1600Z,18.9
5016,2021-01-26 00:00:00,53.0,2021-01-25 17:00:00,2021/01/25/1700Z,18.1
5017,2021-01-26 01:00:00,53.0,2021-01-25 18:00:00,2021/01/25/1800Z,17.3
5018,2021-01-26 02:00:00,52.0,2021-01-25 19:00:00,2021/01/25/1900Z,16.9
5019,2021-01-26 03:00:00,51.0,2021-01-25 20:00:00,2021/01/25/2000Z,16.4
5020,2021-01-26 04:00:00,51.0,2021-01-25 21:00:00,2021/01/25/2100Z,15.9
5021,2021-01-26 05:00:00,50.0,2021-01-25 22:00:00,2021/01/25/2200Z,15.5
5022,2021-01-26 06:00:00,50.0,2021-01-25 23:00:00,2021/01/25/2300Z,15.0
5023,2021-01-26 07:00:00,50.0,2021-01-26 00:00:00,2021/01/26/0000Z,14.9
5024,2021-01-26 08:00:00,,2021-01-26 01:00:00,2021/01/26/0100Z,17.4
5025,2021-01-26 09:00:00,51.0,2021-01-26 02:00:00,2021/01/26/0200Z,21.6
5026,2021-01-26 10:00:00,51.0,2021-01-26 03:00:00,2021/01/26/0300Z,25.4
5027,2021-01-26 11:00:00,51.0,2021-01-26 04:00:00,2021/01/26/0400Z,28.9
5028,2021-01-26 12:00:00,,2021-01-26 05:00:00,2021/01/26/0500Z,31.0
5029,2021-01-26 13:00:00,51.0,2021-01-26 06:00:00,2021/01/26/0600Z,31.6
5030,2021-01-26 14:00:00,51.0,2021-01-26 07:00:00,2021/01/26/0700Z,31.9
5031,2021-01-26 15:00:00,,2021-01-26 08:00:00,2021/01/26/0800Z,32.1
5032,2021-01-26 16:00:00,51.0,2021-01-26 09:00:00,2021/01/26/0900Z,31.8
5033,2021-01-26 17:00:00,51.0,2021-01-26 10:00:00,2021/01/26/1000Z,30.6
5034,2021-01-26 18:00:00,52.0,2021-01-26 11:00:00,2021/01/26/1100Z,25.4
5035,2021-01-26 19:00:00,52.0,2021-01-26 12:00:00,2021/01/26/1200Z,23.1
5036,2021-01-26 20:00:00,,2021-01-26 13:00:00,2021/01/26/1300Z,21.8
5037,2021-01-26 21:00:00,49.0,2021-01-26 14:00:00,2021/01/26/1400Z,20.8
5038,2021-01-26 22:00:00,49.0,2021-01-26 15:00:00,2021/01/26/1500Z,20.2
5039,2021-01-26 23:00:00,49.0,2021-01-26 16:00:00,2021/01/26/1600Z,19.5
5040,2021-01-27 00:00:00,,2021-01-26 17:00:00,2021/01/26/1700Z,18.7
5041,2021-01-27 01:00:00,50.0,2021-01-26 18:00:00,2021/01/26/1800Z,18.1
5042,2021-01-27 02:00:00,50.0,2021-01-26 19:00:00,2021/01/26/1900Z,17.7
5043,2021-01-27 03:00:00,,2021-01-26 20:00:00,2021/01/26/2000Z,17.2
5044,2021-01-27 04:00:00,51.0,2021-01-26 21:00:00,2021/01/26/2100Z,16.9
5045,2021-01-27 05:00:00,51.0,2021-01-26 22:00:00,2021/01/26/2200Z,16.4
5046,2021-01-27 06:00:00,51.0,2021-01-26 23:00:00,2021/01/26/2300Z,16.0
