,0,1,2,3,4,5,6,7,8,9,10,11
0,10.145233,8.002106,11.3194685,10.531219,12.7687,10.499244,10.048163,8.591875,12.646783,10.823236,11.641187,9.89635
1,9.496686,7.53922,11.55714,10.291304,12.4083805,9.926712,10.552259,9.338016,12.565777,9.1389475,11.399096,9.669192
2,9.114004,7.485798,11.939734,10.31862,12.096624,9.710437,11.0274315,9.901191,12.19681,8.228571,11.296278,9.540281
3,8.828388,7.629118,12.351739,10.485093,11.741097,9.67096,11.53119,10.504417,11.830972,7.886744,11.342341,9.543998
4,8.871111,8.041227,12.620535,10.601463,11.210435,9.520974,11.8175955,10.837177,11.044186,7.7268987,11.296126,9.474562
5,9.243463,8.575934,12.57557,10.655008,10.922777,9.571736,11.807506,10.87223,10.496745,8.318386,11.360434,9.54405
6,9.073759,9.942384,12.036455,11.515432,10.162052,10.601569,11.3718815,11.969285,9.3568325,12.333911,12.053074,10.971376
7,9.379507,9.664781,12.383218,11.032263,10.25061,10.411045,11.785358,11.312443,10.187002,12.001698,12.331294,10.662383
8,9.217091,9.026446,12.772885,10.476026,10.391243,9.987091,12.403756,11.133003,10.890829,10.132977,12.276841,10.178918
9,9.194546,8.644453,13.315457,10.428829,10.450229,9.553494,13.4571705,12.011726,11.308733,8.706532,12.728883,10.3427725
10,9.343281,8.599273,13.441272,10.261178,10.211582,9.302388,14.240847,12.674992,11.04342,7.8700404,12.9861765,10.436745
11,9.697507,8.775799,13.367233,10.114539,10.045397,9.385379,14.804349,13.028326,10.646096,7.8117924,13.234321,10.542661
12,10.383257,9.1638155,13.096592,10.299746,10.007312,9.970957,14.985202,12.780238,10.232465,9.448328,13.717918,10.90815
13,10.399377,9.710644,12.608659,10.487508,9.574305,10.727581,14.799064,12.818149,9.661292,12.079208,14.260603,11.617461
14,10.736993,9.587624,12.562327,9.747822,9.6579,10.870261,14.930505,11.785653,10.25665,12.047132,14.437819,11.270902
15,10.812255,9.41596,12.294524,8.821594,9.736739,10.79077,14.927879,11.222446,10.689489,10.961107,14.222561,10.840239
16,10.895231,9.277531,11.850567,8.063989,9.780839,10.679649,14.812009,10.958885,10.755155,9.973331,13.889248,10.523206
17,11.011352,9.084569,11.437288,7.786811,9.954326,10.404064,14.449292,10.894093,10.537669,8.961943,13.346441,10.195895
18,10.666601,9.068278,11.115982,7.501712,9.968583,10.582695,13.603472,10.092569,9.842113,8.535312,12.532322,9.458703
19,9.976961,8.891846,11.120569,7.3261237,9.945937,10.743105,13.22739,9.685339,9.475045,8.06389,12.072831,8.996076
20,9.166587,8.642547,11.191321,7.086966,9.832862,10.831403,13.083334,9.462144,9.136577,7.3242435,11.690971,8.596024
21,8.558602,8.514882,11.208234,6.9419627,9.779243,10.969616,12.949956,9.368874,8.90101,6.868971,11.38516,8.331691
22,8.285248,8.5130415,11.099533,6.81234,9.6884985,11.063958,12.786763,9.206556,8.534275,6.68654,11.1381855,8.119858
23,8.160857,8.500171,10.973444,6.7708545,9.646246,11.08932,12.618611,9.024034,8.176371,6.585356,10.932078,7.951361
24,7.857638,8.371824,10.924784,6.748777,9.599909,11.147914,12.567411,8.907057,7.9947844,6.5235796,10.796106,7.8138657
