,0
0,6.786786
1,7.388136
2,7.2344813
3,9.275022
4,8.71682
5,7.838049
6,9.0985565
7,9.376754
8,10.566539
9,10.3989315
10,10.321379
11,9.607022
12,11.9814005
13,12.117396
14,12.50642
15,14.3963175
16,14.896917
17,15.704064
18,14.420508
19,12.216801
20,10.018382
21,10.983042
22,9.336918
23,8.232342
24,9.88724
25,12.667645
26,11.318236
27,11.785094
28,11.086589
29,10.326805
30,9.686534
31,10.265584
32,13.040332
33,14.51487
34,11.782919
35,10.401076
36,11.776645
37,10.415877
38,11.384802
39,10.520337
40,9.655161
41,11.391494
42,10.575599
43,8.926304
44,7.667883
45,6.264783
46,7.159494
47,8.920265
48,11.0377655
49,10.375378
50,10.652168
51,12.481883
52,11.9580345
53,13.719112
54,14.183119
55,16.205349
56,14.402277
57,12.077481
58,10.127239
59,10.771733
60,11.229331
61,10.854666
62,9.989428
63,9.650754
64,11.048993
65,10.302094
66,9.933133
67,8.892812
68,8.457883
69,11.05778
70,10.996533
71,11.808659
72,12.075907
73,11.390732
74,11.018423
75,9.866353
76,10.611774
77,11.471566
78,14.9933605
79,14.299695
80,15.253473
81,19.500084
82,18.692112
83,22.29973
84,16.289825
85,15.295744
86,14.107144
87,12.834304
88,11.254006
89,12.4898205
90,11.529791
91,10.069611
92,12.179932
93,10.530736
94,9.254267
95,9.561854
96,11.424322
97,11.177358
98,10.725247
99,9.737759
100,9.516759
101,9.271619
102,10.999968
103,12.391467
104,14.681547
105,13.397599
106,11.259356
107,10.627927
108,9.943311
109,11.062722
110,10.560687
111,11.19493
112,13.313511
113,11.913356
114,12.188052
115,10.688348
116,10.42375
117,10.040862
118,9.937122
119,9.022177
120,9.022249
121,9.442434
122,8.338777
123,7.203306
124,7.1711307
125,7.3574224
126,7.5600476
127,8.0961685
128,10.834181
129,12.933654
130,11.637521
131,12.465075
132,14.761999
133,12.142649
134,10.535021
135,12.614825
136,11.366859
137,10.705735
138,12.361866
139,12.196355
140,11.123869
141,11.252312
142,10.01216
143,8.953886
144,8.99975
145,8.854325
146,8.686504
147,8.409062
148,8.467679
149,10.08574
150,11.258437
151,11.7152815
152,12.030929
153,11.577974
154,11.050379
155,10.463547
156,13.362839
157,15.12376
158,17.871298
159,18.87289
160,20.96798
161,15.750926
162,13.475417
163,11.22837
164,11.359161
165,9.843543
166,7.319366
167,8.0833
168,8.374864
169,8.498226
170,8.35384
171,8.341991
172,8.773475
173,8.650047
174,11.929656
175,11.024181
176,10.157687
177,13.870551
178,14.968124
179,13.357082
180,12.087879
181,11.396839
182,12.860544
183,11.340724
184,10.1285715
185,8.937976
186,8.185002
187,8.86003
188,8.832026
189,7.9601717
190,8.963241
191,7.8834925
192,8.19334
193,7.8656855
194,7.3691216
195,7.688768
196,7.8244905
197,8.1600275
198,8.348841
199,10.351687
200,11.308577
201,12.705533
202,11.025868
203,11.042627
204,10.29199
205,12.391097
206,16.0299
207,20.064796
208,22.217192
209,17.701578
210,15.442534
211,11.985906
212,10.625259
213,8.762573
214,7.912402
215,7.095624
216,7.407361
217,7.5855465
218,7.5805454
219,7.2336574
220,7.9913344
221,8.018744
222,11.935489
223,15.643143
224,18.03893
225,14.82747
226,13.8776
227,13.579063
228,13.842353
229,15.4040575
230,12.337759
231,10.435809
232,10.891473
233,12.727044
234,11.721768
235,9.816963
236,7.895442
237,8.140553
238,7.263045
239,6.5419126
240,8.135702
241,7.7866077
242,7.4098516
243,9.575489
244,9.56447
245,9.0896635
246,9.304631
247,9.991473
248,13.034236
249,13.106296
250,11.95877
251,10.362219
252,10.180201
253,9.814782
254,9.494199
255,10.35098
256,10.87638
257,12.5237875
258,13.471193
259,11.278153
260,14.116956
261,12.253366
262,10.856819
263,7.471711
264,6.669582
265,6.699053
266,7.22192
267,7.1902227
268,6.994131
269,6.816579
270,10.218458
271,11.368382
272,11.085587
273,11.07736
274,11.336702
275,13.035346
276,11.674625
277,11.53625
278,14.7238655
279,16.999119
280,18.123331
281,14.767565
282,11.896093
283,13.4942875
284,12.253921
285,9.536459
286,7.5652122
287,6.049159
288,6.1074286
289,7.5933623
290,7.662903
291,8.570718
292,9.036315
293,11.173312
294,13.39212
295,12.565975
296,12.186229
297,11.176699
298,13.503084
299,13.41343
300,12.241045
301,15.752253
302,13.949057
303,16.266417
304,16.6381
305,17.607025
306,16.713842
307,19.146646
308,15.838169
309,14.387937
310,16.487185
311,14.455146
312,12.505602
313,14.640661
314,14.287745
315,12.515069
316,11.447212
317,13.031661
318,16.89231
319,19.159712
320,19.22261
321,17.720686
322,19.616282
323,22.977531
324,19.297096
325,22.401081
326,17.462305
327,17.88563
328,14.318965
329,11.54761
330,12.112853
331,10.803484
332,10.709006
333,9.293825
334,8.306126
335,8.159332
336,7.923793
337,8.323612
338,9.203486
339,10.76199
340,12.251933
341,15.318655
342,19.236628
343,21.091305
344,20.393602
345,16.243332
346,17.036663
347,18.558475
348,18.445545
349,18.934801
350,19.460423
351,16.840637
352,14.610105
353,11.907982
354,10.141356
355,10.158713
356,9.515436
357,8.932204
358,11.874731
359,13.860949
360,11.770448
361,11.574621
362,10.186139
363,8.886213
364,9.814141
365,14.336055
366,17.04064
367,19.241709
368,15.1598835
369,12.152895
370,12.789043
371,12.702524
372,13.187229
373,12.10218
374,11.765762
375,13.588386
376,16.711382
377,16.907473
378,17.555838
379,16.759138
380,13.525288
381,11.311393
382,11.032717
383,11.426544
384,11.652609
385,10.993015
386,10.657007
387,10.626499
388,13.066008
389,15.197751
390,18.832575
391,21.80804
392,19.244207
393,19.67392
394,18.250006
395,16.227737
396,17.123747
397,20.362703
398,26.096466
399,20.893713
400,19.85908
401,19.371222
402,18.766369
403,20.447989
404,17.13669
