,0,1,2,3,4,5,6,7,8,9,10,11
0,8.566195,6.2598953,9.329891,10.929092,9.101473,7.760851,9.614206,11.645743,9.076091,7.596621,10.021339,12.036649
1,8.0492735,6.438623,10.03723,10.7919035,8.462053,7.95851,9.987535,11.35058,8.8398,7.5755115,10.207674,11.811448
2,7.4935923,6.7484016,10.682745,10.565574,7.9130774,8.21662,10.322407,11.033643,8.590012,7.6233816,10.36378,11.559036
3,7.0127215,7.202642,11.19944,10.317865,7.5874357,8.598999,10.597611,10.700015,8.3195505,7.7727947,10.464495,11.291218
4,6.5777793,7.701739,11.622197,9.9046545,7.308386,9.126918,10.727424,10.284922,8.103982,7.9749117,10.493124,10.977282
5,6.227611,8.214704,11.932714,9.458636,7.1686554,9.680651,10.705152,9.849647,7.939661,8.140992,10.433706,10.642526
6,6.0191383,8.754182,12.080377,8.878105,7.1147113,10.254635,10.608656,9.385048,7.8872714,8.347361,10.34322,10.29655
7,5.979436,9.383001,12.074018,8.188401,7.212505,10.832161,10.37141,8.87417,7.953579,8.57767,10.179519,9.923936
8,6.145655,10.105001,11.852836,7.336837,7.5086703,11.423798,9.984594,8.347651,8.171601,8.834611,9.938706,9.533422
9,6.8542233,10.521185,11.176469,6.990263,8.271174,11.556257,9.450071,8.120676,8.450611,8.879503,9.54982,9.292975
10,7.7104473,10.486261,10.358852,7.100538,9.016418,11.254904,8.868909,8.035183,8.694959,8.79208,9.13239,9.175452
11,8.3153715,10.288689,9.674623,7.174376,9.565496,11.0762415,8.270386,8.024859,8.798262,8.631127,8.755262,9.084138
12,8.76398,10.194178,9.120168,7.174284,9.995558,11.024116,7.8437867,8.031871,8.878757,8.579266,8.463222,9.042507
13,9.110988,10.128581,8.674954,7.09357,10.316906,10.987644,7.4496584,8.017087,9.155483,8.642645,8.236349,9.067824
14,9.383638,10.003283,8.418312,7.16119,10.548965,10.896168,7.17953,8.025425,9.494986,8.820482,8.156934,9.192933
15,9.585816,9.855258,8.230141,7.346271,10.661332,10.734019,7.022675,8.128759,9.774365,9.37329,8.30627,9.4967785
16,9.781881,9.629336,8.093331,7.5474057,10.707008,10.53522,6.93675,8.274259,10.222379,9.751021,8.4480095,9.840824
17,9.913779,9.404819,8.088957,7.9108515,10.738999,10.257904,6.9061832,8.591558,10.845903,10.094625,8.642909,10.272994
18,10.059502,9.065322,8.04066,8.23582,10.671689,9.868888,6.865119,9.005891,11.595536,10.097909,8.742804,10.709752
19,10.124747,8.615422,8.049145,8.553329,10.496708,9.404386,6.8362746,9.479084,12.346328,9.742875,8.753911,11.089649
20,9.981317,8.261273,8.220262,8.887844,10.280111,8.963252,6.7954006,9.971825,12.798568,9.466679,8.8321905,11.440351
21,9.722263,7.942975,8.439473,9.175825,9.96477,8.510411,6.796708,10.468596,13.042816,9.22234,8.958321,11.744027
22,9.374647,7.6128087,8.644483,9.259261,9.475172,8.084926,6.975431,11.061692,13.039711,8.91549,9.158265,12.018353
23,9.030222,7.373632,8.984113,9.292046,8.8610935,7.714554,7.510514,11.813891,12.693014,8.593723,9.526789,12.329479
24,8.737356,7.2505918,9.359451,9.297521,8.249752,7.439888,8.254027,12.540709,12.107932,8.331773,9.975386,12.614694
25,8.534178,7.2450347,9.70341,9.328893,7.8036475,7.334494,9.134978,13.125451,11.434076,8.234203,10.47217,12.855413
26,8.425267,7.3297625,9.965511,9.309529,7.515051,7.452709,10.035663,13.472261,10.75291,8.17357,10.892593,12.983435
27,8.244311,7.5673423,10.177798,9.309284,7.399925,7.7938757,10.844401,13.658915,10.058408,8.504319,11.316255,13.051565
28,8.008373,7.7891903,10.367716,9.311273,7.3263583,8.160985,11.611529,13.595841,9.612217,8.831958,11.636385,12.974026
29,7.875696,7.94323,10.414682,9.173383,7.2228594,8.5450325,12.238775,13.336986,9.373703,9.068075,11.82171,12.783795
30,7.766034,8.196607,10.561992,9.079951,7.2384443,9.009936,12.744319,12.9819565,9.220284,9.211278,11.934175,12.547778
31,7.7668133,8.3744755,10.598096,8.776293,7.164243,9.582993,13.100819,12.405051,9.197227,9.441634,11.99461,12.238621
32,7.7591352,8.861576,10.622027,8.304965,7.1119065,10.433725,13.2952175,11.65566,9.102031,10.461989,12.228067,11.982687
33,7.884083,9.331731,10.502299,7.929254,7.322243,11.223153,13.367764,10.8293085,9.320281,11.573792,12.455924,11.7734375
34,8.388906,9.401193,10.159305,7.6843987,7.953565,11.750405,13.168955,10.152371,10.06225,11.351411,12.169178,11.447101
35,8.817471,9.318447,9.766442,7.4309297,8.619937,12.176833,12.621082,9.690193,10.700528,10.855654,11.687094,11.131923
36,9.103232,9.30809,9.479061,7.198882,9.167744,12.468794,12.034365,9.377473,11.142892,10.596744,11.321618,10.901914
37,9.202333,9.519232,9.224512,6.825462,9.608285,12.798585,11.420156,9.137494,11.397547,10.392629,10.928187,10.630653
38,9.346925,9.752719,8.832,6.521163,10.172959,13.030411,10.697886,9.143343,11.557351,10.206578,10.497166,10.4648695
39,9.551864,9.929231,8.332836,6.251052,10.729869,13.160875,9.956562,9.273303,11.640941,10.004397,10.034063,10.383985
40,9.814452,9.989676,7.817867,6.2787366,11.396133,13.180403,9.234901,9.547179,11.604017,9.753313,9.520852,10.393248
41,10.111963,9.906385,7.357597,6.60738,12.008397,12.960891,8.688304,9.906086,11.457386,9.536949,9.102835,10.516913
42,10.415052,9.622312,6.970556,7.2732596,12.514502,12.3534355,8.437642,10.312645,11.29979,9.32219,8.863655,10.768659
43,10.550449,9.2957535,6.9263916,8.2241335,12.91127,11.615719,8.405703,10.75557,11.095573,9.052048,8.790631,11.076924
44,10.634033,8.937018,7.0158706,9.207519,13.183209,10.908781,8.451436,11.215916,10.802883,8.71031,8.780778,11.386512
45,10.625549,8.542735,7.1684527,10.105225,13.268084,10.247915,8.582446,11.651617,10.358885,8.293867,8.80064,11.641131
46,10.419611,8.069797,7.480013,10.900043,13.090685,9.651963,8.865686,11.853438,9.809596,7.89948,8.922817,11.791864
47,10.1547365,7.7103887,7.9074736,11.541773,12.751965,9.180624,9.225739,11.834446,9.275437,7.648401,9.12119,11.851215
48,9.6779585,7.491219,8.457942,11.940414,12.2328415,8.950006,9.560138,11.48878,8.830277,8.019617,9.5202465,11.875091
49,9.20114,7.3449135,9.002354,12.142378,11.72324,8.887184,9.789844,11.024838,8.6902485,8.303785,9.818027,11.801308
50,8.778725,7.264462,9.530148,12.116937,11.136321,8.958921,9.877758,10.475022,8.762778,8.573966,10.020683,11.650182
